what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1474220864151
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474220911248
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474220943541
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474220944187
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474220955033
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1474220961249
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1474220961262
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474220961962
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474220962714
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474220964246
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474220970552
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1474220975520
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1474220975535
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1474220981681
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1474220981703
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474221001439
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474221003684
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474221016527
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474221039977
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474221048210
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474221075049
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1474221078148
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1474221078170
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1474221078183
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1474221085404
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1474221085426
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1474221085439
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1474221093477
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1474221093505
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1474221093521
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474221118542
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474221125193
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474221129048
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474221129586
