what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1474225791481
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.findReplace",1474225792857
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225792863
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1474225792978
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225793959
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1474225797388
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.findReplace",1474225797940
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225797946
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1474225798104
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225802493
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1474225809180
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.findReplace",1474225809785
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225809794
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1474225809920
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225810951
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225824156
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225825467
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225832635
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225836087
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1474225838198
opened,view,edu.umd.cs.findbugs.plugin.eclipse,3.0.1.20150306-5afe4d1,"de.tobject.findbugs.view.bugtreeview",1474225839567
activated,view,edu.umd.cs.findbugs.plugin.eclipse,3.0.1.20150306-5afe4d1,"de.tobject.findbugs.view.bugtreeview",1474225839617
error,log,,,"Could not create org.eclipse.swt.widgets.Composite.Browser",1474225840480
opened,view,edu.umd.cs.findbugs.plugin.eclipse,3.0.1.20150306-5afe4d1,"de.tobject.findbugs.view.buginfoview",1474225840493
activated,view,edu.umd.cs.findbugs.plugin.eclipse,3.0.1.20150306-5afe4d1,"de.tobject.findbugs.view.buginfoview",1474225840513
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1474225840605
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1474225840613
activated,view,edu.umd.cs.findbugs.plugin.eclipse,3.0.1.20150306-5afe4d1,"de.tobject.findbugs.view.bugtreeview",1474225840624
activated,view,edu.umd.cs.findbugs.plugin.eclipse,3.0.1.20150306-5afe4d1,"de.tobject.findbugs.view.buginfoview",1474225840630
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1474225840649
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1474225841016
activated,view,edu.umd.cs.findbugs.plugin.eclipse,3.0.1.20150306-5afe4d1,"de.tobject.findbugs.view.buginfoview",1474225843967
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1474225843987
closed,view,edu.umd.cs.findbugs.plugin.eclipse,3.0.1.20150306-5afe4d1,"de.tobject.findbugs.view.buginfoview",1474225843990
activated,view,edu.umd.cs.findbugs.plugin.eclipse,3.0.1.20150306-5afe4d1,"de.tobject.findbugs.view.bugtreeview",1474225844905
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1474225844941
closed,view,edu.umd.cs.findbugs.plugin.eclipse,3.0.1.20150306-5afe4d1,"de.tobject.findbugs.view.bugtreeview",1474225844949
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225848704
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225882772
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225891886
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225907187
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225908480
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474226000048
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1474226002266
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1474226004854
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1474226004873
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1474226005828
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474226011473
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474226012649
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474226020385
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474226020533
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474226021529
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474226059534
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474226061812
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.print",1474226064162
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474226064168
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1474226065272
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.findReplace",1474226067954
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474226067961
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474226070372
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474226112800
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474226114278
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474226121317
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474226124032
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474226124826
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474226125645
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474226126276
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474226214427
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1474226245974
